year,hs_eci,locationcode,complexity_harv_rank_simple,complexity_harv_rank_normed,complexity_harv_rank_common
2004,-1.3733058,MRT,222,0.960869565217391,205
2005,-1.671166,MRT,226,0.978260869565217,209
2006,-1.9281359,MRT,229,0.987012987012987,210
2007,-1.7476128,MRT,229,0.987012987012987,210
2008,-2.0829992,MRT,230,0.991341991341991,211
2009,-1.7265059,MRT,227,0.978354978354978,209
2010,-1.722591,MRT,228,0.982683982683983,209
2011,-1.4924493,MRT,227,0.969957081545064,206
2012,-1.6020308,MRT,227,0.965811965811966,206
2013,-2.0055015,MRT,234,0.991489361702128,212
2014,-1.4137331,MRT,223,0.948717948717949,202
2015,-1.4766029,MRT,223,0.948717948717949,202
2016,-1.3470621,MRT,221,0.94017094017094,200
1995,0.19042994,MSR,95,0.431192660550459,89
1996,0.4501041,MSR,68,0.313084112149533,66
1997,0.86869836,MSR,40,0.182242990654206,40
1998,1.0418495,MSR,28,0.126168224299065,28
1999,1.0132663,MSR,32,0.144186046511628,31
2000,0.85027945,MSR,53,0.226086956521739,43
2001,0.8533154,MSR,53,0.226086956521739,45
2002,1.3686721,MSR,20,0.0826086956521739,18
2003,0.25634217,MSR,98,0.421739130434783,87
2004,0.19586077,MSR,102,0.439130434782609,89
2005,1.0307217,MSR,35,0.147826086956522,30
2006,1.1775249,MSR,35,0.147186147186147,30
2007,0.9052387,MSR,49,0.207792207792208,43
2008,1.151914,MSR,32,0.134199134199134,28
2009,1.2503916,MSR,29,0.121212121212121,26
2010,1.0786089,MSR,36,0.151515151515152,30
2011,1.364844,MSR,23,0.0944206008583691,20
2012,1.5575066,MSR,16,0.0641025641025641,14
2013,1.4188697,MSR,19,0.0765957446808511,17
2014,0.782466,MSR,59,0.247863247863248,49
2015,1.6367779,MSR,13,0.0512820512820513,13
2016,1.4713211,MSR,18,0.0726495726495727,17
1995,0.58050597,MTQ,52,0.23394495412844,
1995,-0.39329395,MUS,143,0.651376146788991,137
1996,-0.52947146,MUS,146,0.677570093457944,144
1997,-0.5974625,MUS,150,0.696261682242991,148
1998,-0.59662527,MUS,149,0.691588785046729,147
1999,-0.5219167,MUS,149,0.688372093023256,146
2000,-0.5202724,MUS,161,0.695652173913044,145
2001,-0.44321647,MUS,151,0.652173913043478,135
2002,-0.44552013,MUS,161,0.695652173913044,144
2003,-0.3235773,MUS,151,0.652173913043478,134
2004,-0.36592564,MUS,152,0.656521739130435,137
2005,-0.41645876,MUS,154,0.665217391304348,138
2006,-0.29999793,MUS,147,0.632034632034632,132
2007,-0.46095145,MUS,155,0.666666666666667,139
2008,-0.291139,MUS,147,0.632034632034632,129
2009,-0.41902792,MUS,151,0.649350649350649,133
2010,-0.12453458,MUS,134,0.575757575757576,118
2011,-0.14388308,MUS,130,0.553648068669528,113
2012,0.016265705,MUS,122,0.517094017094017,104
2013,-0.13626799,MUS,132,0.557446808510638,113
2014,-0.08068674,MUS,128,0.542735042735043,111
2015,-0.28161192,MUS,143,0.606837606837607,125
2016,-0.20874225,MUS,141,0.598290598290598,123
1995,-1.021501,MWI,189,0.862385321100918,183
1996,-1.4250767,MWI,204,0.948598130841122,202
1997,-1.4769623,MWI,207,0.962616822429906,205
1998,-1.6224566,MWI,206,0.957943925233645,204
1999,-1.325993,MWI,201,0.930232558139535,198
2000,-1.2460486,MWI,212,0.917391304347826,194
2001,-1.4506345,MWI,225,0.973913043478261,207
2002,-1.6024084,MWI,225,0.973913043478261,208
2003,-1.4905596,MWI,224,0.969565217391304,207
2004,-1.7877809,MWI,230,0.995652173913044,212
2005,-1.6991122,MWI,227,0.982608695652174,210
2006,-1.3430784,MWI,219,0.943722943722944,200
2007,-1.406707,MWI,224,0.965367965367965,205
2008,-1.3656138,MWI,217,0.935064935064935,199
2009,-1.4029205,MWI,221,0.952380952380952,203
2010,-0.9161156,MWI,196,0.844155844155844,177
2011,-1.0584748,MWI,204,0.871244635193133,183
2012,-1.2144281,MWI,215,0.914529914529914,194
2013,-0.81042546,MWI,183,0.774468085106383,161
2014,-0.24212025,MWI,140,0.594017094017094,122
2015,-0.399588,MWI,158,0.670940170940171,138
2016,-1.3659822,MWI,222,0.944444444444444,201
1995,0.22207919,MYS,93,0.422018348623853,87
1996,0.25009352,MYS,84,0.38785046728972,82
1997,0.32304353,MYS,78,0.35981308411215,76
1998,0.3302713,MYS,80,0.369158878504673,78
1999,0.43361744,MYS,70,0.32093023255814,68
2000,0.44303694,MYS,82,0.352173913043478,70
2001,0.49157685,MYS,75,0.321739130434783,64
2002,0.478057,MYS,71,0.304347826086957,61
2003,0.5345048,MYS,71,0.304347826086957,61
2004,0.5846213,MYS,60,0.256521739130435,51
2005,0.59148073,MYS,63,0.269565217391304,55
2006,0.6939278,MYS,62,0.264069264069264,54
2007,0.5773828,MYS,77,0.329004329004329,67
2008,0.68508387,MYS,65,0.277056277056277,56
2009,0.799034,MYS,59,0.251082251082251,49
2010,0.7300694,MYS,59,0.251082251082251,49
2011,0.8124703,MYS,57,0.240343347639485,49
2012,0.9121836,MYS,53,0.222222222222222,45
2013,0.8953905,MYS,48,0.2,40
2014,0.98794895,MYS,41,0.170940170940171,35
2015,1.0344328,MYS,40,0.166666666666667,35
2016,0.9464536,MYS,46,0.192307692307692,40
1995,-1.161959,NCL,199,0.908256880733945,193
1996,-0.9156577,NCL,174,0.808411214953271,172
1997,-0.757257,NCL,163,0.757009345794393,161
1998,-0.95438206,NCL,178,0.827102803738318,176
1999,-0.10414549,NCL,121,0.558139534883721,118
2000,-0.10689834,NCL,126,0.543478260869565,112
2001,-0.5990331,NCL,167,0.721739130434783,150
2002,0.06106484,NCL,120,0.517391304347826,106
2003,-0.16095454,NCL,133,0.573913043478261,118
2004,0.07278642,NCL,116,0.5,102
2005,0.093536936,NCL,115,0.495652173913044,103
2006,0.04104791,NCL,123,0.528138528138528,109
2007,0.11167672,NCL,113,0.484848484848485,97
2008,-0.3257726,NCL,149,0.640692640692641,131
2009,0.20256367,NCL,104,0.445887445887446,89
2010,-0.1732442,NCL,140,0.601731601731602,123
2011,-0.5554089,NCL,167,0.71244635193133,147
2012,-0.3305912,NCL,149,0.632478632478633,129
2013,-0.27913186,NCL,146,0.617021276595745,126
2014,-0.30179524,NCL,148,0.628205128205128,130
2015,-0.3536489,NCL,152,0.645299145299145,132
2016,-0.5541166,NCL,166,0.705128205128205,147
1995,-0.3205292,NER,136,0.619266055045872,130
1996,-0.26913714,NER,126,0.58411214953271,124
1997,0.09185129,NER,104,0.481308411214953,102
1998,-0.12387124,NER,114,0.52803738317757,112
1999,0.030641854,NER,107,0.493023255813954,104
2000,-0.011361309,NER,119,0.51304347826087,106
2001,0.38585457,NER,85,0.365217391304348,73
2002,0.3577938,NER,91,0.391304347826087,78
2003,0.5235163,NER,74,0.317391304347826,63
2004,-0.13386534,NER,133,0.573913043478261,119
2005,0.1353664,NER,108,0.465217391304348,97
2006,0.008891339,NER,125,0.536796536796537,110
2007,0.39149618,NER,94,0.402597402597403,81
2008,0.38741943,NER,92,0.393939393939394,79
2009,0.039664302,NER,122,0.523809523809524,106
2010,-0.020738382,NER,127,0.545454545454545,111
2011,-0.1698558,NER,134,0.570815450643777,117
2012,-0.5710985,NER,165,0.700854700854701,145
2013,-1.154134,NER,208,0.880851063829787,186
2014,-0.2633999,NER,142,0.602564102564103,124
2015,-0.7280065,NER,182,0.773504273504274,162
2016,-0.85286146,NER,185,0.786324786324786,165
1995,0.958533,NFK,31,0.137614678899083,30
1996,1.06854,NFK,25,0.11214953271028,25
1997,1.4860659,NFK,11,0.0467289719626168,11
1998,1.7694244,NFK,9,0.0373831775700935,9
1999,1.2860928,NFK,21,0.0930232558139535,20
2000,0.8933773,NFK,49,0.208695652173913,40
2001,1.6598055,NFK,11,0.0434782608695652,10
2002,1.2950019,NFK,24,0.1,20
2003,1.141418,NFK,27,0.11304347826087,23
2004,0.32502276,NFK,88,0.378260869565217,76
2005,0.7669876,NFK,51,0.217391304347826,45
2006,1.251965,NFK,29,0.121212121212121,24
2007,0.8661127,NFK,53,0.225108225108225,45
2008,1.2820978,NFK,25,0.103896103896104,21
2009,1.3768686,NFK,21,0.0865800865800866,19
2010,0.85966265,NFK,50,0.212121212121212,42
2011,1.0041765,NFK,44,0.184549356223176,37
2012,1.1383269,NFK,34,0.141025641025641,29
2013,1.2139456,NFK,26,0.106382978723404,23
2014,1.3428609,NFK,20,0.0811965811965812,17
2015,1.25009,NFK,27,0.111111111111111,23
2016,1.4071352,NFK,20,0.0811965811965812,19
1995,-2.0017192,NGA,217,0.990825688073395,211
1996,-1.7627387,NGA,213,0.990654205607477,211
1997,-1.5215782,NGA,209,0.97196261682243,207
1998,-1.3947619,NGA,200,0.929906542056075,198
1999,-1.8506744,NGA,213,0.986046511627907,210
2000,-1.8377074,NGA,229,0.991304347826087,211
2001,-1.9061918,NGA,231,1,213
2002,-1.3998461,NGA,221,0.956521739130435,204
2003,-1.7836748,NGA,226,0.978260869565217,209
2004,-2.0835977,NGA,231,1,213
2005,-2.2630184,NGA,231,1,213
2006,-2.0372565,NGA,230,0.991341991341991,211
2007,-1.5768788,NGA,225,0.96969696969697,206
2008,-1.704611,NGA,225,0.96969696969697,206
2009,-1.3584372,NGA,219,0.943722943722944,201
2010,-1.8762684,NGA,232,1,213
2011,-1.4136894,NGA,226,0.965665236051502,205
2012,-1.6810597,NGA,228,0.97008547008547,207
2013,-1.4917599,NGA,225,0.953191489361702,203
2014,-1.2336608,NGA,209,0.888888888888889,188
2015,-2.0982378,NGA,232,0.987179487179487,211
2016,-1.5893713,NGA,229,0.974358974358974,208
1995,-0.40972498,NIC,144,0.655963302752294,138
1996,-0.7904987,NIC,167,0.775700934579439,165
1997,-0.72310066,NIC,159,0.738317757009346,157
1998,-0.74977916,NIC,161,0.747663551401869,159
1999,-0.698161,NIC,160,0.73953488372093,157
2000,-0.7633946,NIC,182,0.786956521739131,165
2001,-0.90471077,NIC,196,0.847826086956522,179
2002,-0.6104253,NIC,170,0.734782608695652,153
2003,-0.9245673,NIC,198,0.856521739130435,181
2004,-0.9692389,NIC,198,0.856521739130435,182
2005,-1.0661924,NIC,198,0.856521739130435,181
2006,-1.0810311,NIC,202,0.87012987012987,183
2007,-1.070345,NIC,205,0.883116883116883,187
2008,-1.0286347,NIC,202,0.87012987012987,184
2009,-1.1172135,NIC,214,0.922077922077922,196
2010,-1.0178307,NIC,203,0.874458874458875,184
2011,-1.0113949,NIC,200,0.854077253218884,179
2012,-0.8524931,NIC,189,0.803418803418803,168
2013,-0.9206685,NIC,195,0.825531914893617,173
2014,-0.939004,NIC,193,0.82051282051282,172
2015,-1.1298177,NIC,207,0.88034188034188,186
2016,-1.0497143,NIC,198,0.841880341880342,177
1995,0.7540566,NIU,42,0.188073394495413,40
1996,0.6748106,NIU,48,0.219626168224299,47
1997,0.4143369,NIU,71,0.327102803738318,69
1998,-0.12993884,NIU,115,0.532710280373832,113
1999,0.4677493,NIU,69,0.316279069767442,67
2000,0.8373436,NIU,54,0.230434782608696,44
2001,0.80248034,NIU,56,0.239130434782609,48
2002,0.20230515,NIU,107,0.460869565217391,93
2003,0.6718513,NIU,58,0.247826086956522,49
2004,0.79642713,NIU,50,0.21304347826087,43
2005,0.7077197,NIU,55,0.234782608695652,48
2006,1.271523,NIU,26,0.108225108225108,22
2007,1.0709648,NIU,37,0.155844155844156,33
2008,1.190148,NIU,29,0.121212121212121,25
2009,0.57323265,NIU,77,0.329004329004329,67
2010,0.12924048,NIU,113,0.484848484848485,97
2011,1.4508264,NIU,21,0.0858369098712446,19
2012,1.4172217,NIU,21,0.0854700854700855,18
2013,1.8184566,NIU,5,0.0170212765957447,5
2014,1.5533785,NIU,17,0.0683760683760684,14
2015,1.7313586,NIU,9,0.0341880341880342,9
2016,1.6538112,NIU,13,0.0512820512820513,12
1995,1.2554204,NLD,17,0.073394495412844,17
1996,1.328511,NLD,17,0.0747663551401869,17
1997,1.2633969,NLD,20,0.088785046728972,20
1998,1.2567253,NLD,18,0.0794392523364486,18
1999,1.2662054,NLD,24,0.106976744186047,23
2000,1.2162346,NLD,31,0.130434782608696,24
2001,1.2754338,NLD,26,0.108695652173913,21
2002,1.1986244,NLD,29,0.121739130434783,25
2003,1.1299427,NLD,28,0.117391304347826,24
2004,1.1661817,NLD,30,0.126086956521739,28
2005,1.1272112,NLD,31,0.130434782608696,26
2006,1.1422573,NLD,36,0.151515151515152,31
2007,1.1056635,NLD,34,0.142857142857143,31
2008,1.1168015,NLD,34,0.142857142857143,30
2009,1.1374868,NLD,35,0.147186147186147,30
2010,1.215409,NLD,28,0.116883116883117,25
2011,1.1947958,NLD,35,0.145922746781116,29
2012,1.1782163,NLD,31,0.128205128205128,26
2013,1.1402785,NLD,35,0.14468085106383,31
2014,1.1361853,NLD,31,0.128205128205128,27
2015,1.1742307,NLD,33,0.136752136752137,28
2016,1.137488,NLD,35,0.145299145299145,32
1995,1.066734,NOR,26,0.114678899082569,26
1996,1.1784742,NOR,20,0.088785046728972,20
1997,1.0495607,NOR,31,0.14018691588785,31
1998,1.1822301,NOR,22,0.0981308411214953,22
1999,1.1028605,NOR,27,0.12093023255814,26
2000,1.0808598,NOR,37,0.156521739130435,28
2001,0.9527049,NOR,48,0.204347826086957,40
2002,1.081545,NOR,33,0.139130434782609,28
2003,1.2086983,NOR,22,0.091304347826087,19
2004,1.2191097,NOR,27,0.11304347826087,25
2005,1.159954,NOR,29,0.121739130434783,25
2006,1.0779345,NOR,41,0.173160173160173,36
2007,1.0838223,NOR,35,0.147186147186147,32
2008,0.9249179,NOR,47,0.199134199134199,40
2009,1.0525181,NOR,42,0.177489177489178,35
2010,0.9557972,NOR,44,0.186147186147186,36
2011,0.81399226,NOR,56,0.236051502145923,48
2012,0.9324192,NOR,51,0.213675213675214,44
2013,0.9058758,NOR,47,0.195744680851064,39
2014,0.99425834,NOR,39,0.162393162393162,34
2015,1.1097268,NOR,37,0.153846153846154,32
2016,0.9408137,NOR,47,0.196581196581197,41
1995,-0.8258305,NPL,176,0.802752293577982,170
1996,-0.78587776,NPL,165,0.766355140186916,163
1997,-0.5734419,NPL,145,0.672897196261682,143
1998,-0.7582387,NPL,164,0.761682242990654,162
1999,-0.3699388,NPL,134,0.618604651162791,131
2000,-0.36417034,NPL,145,0.626086956521739,130
2001,-0.78757083,NPL,182,0.786956521739131,165
2002,-0.652537,NPL,173,0.747826086956522,156
2003,-0.19812398,NPL,138,0.595652173913044,122
2004,-0.5757087,NPL,165,0.71304347826087,149
2005,-0.5561478,NPL,163,0.704347826086957,147
2006,-0.23300916,NPL,145,0.623376623376623,130
2007,-0.31335515,NPL,145,0.623376623376623,129
2008,-0.20868263,NPL,136,0.584415584415584,119
2009,-0.36070323,NPL,148,0.636363636363636,130
2010,-0.19861044,NPL,142,0.61038961038961,125
2011,-0.28808862,NPL,145,0.618025751072961,125
2012,-0.26833165,NPL,142,0.602564102564103,122
2013,-0.24872924,NPL,145,0.612765957446809,125
2014,-0.1866486,NPL,135,0.572649572649573,117
2015,-0.17364897,NPL,136,0.576923076923077,118
2016,-0.2470077,NPL,143,0.606837606837607,125
1995,0.98525876,NRU,29,0.128440366972477,29
1996,1.0672709,NRU,26,0.116822429906542,26
1997,1.3039321,NRU,19,0.0841121495327103,19
1998,0.71833825,NRU,49,0.224299065420561,49
1999,0.53349704,NRU,60,0.274418604651163,58
2000,1.2360841,NRU,27,0.11304347826087,21
2001,1.1391791,NRU,34,0.143478260869565,28
2002,0.9227583,NRU,42,0.178260869565217,37
2003,0.6270866,NRU,64,0.273913043478261,54
2004,1.3500403,NRU,19,0.0782608695652174,18
2005,1.231154,NRU,23,0.0956521739130435,19
2006,1.1316761,NRU,37,0.155844155844156,32
2007,0.7470648,NRU,63,0.268398268398268,53
2008,0.5555435,NRU,77,0.329004329004329,67
2009,0.98346996,NRU,47,0.199134199134199,39
2010,0.5990938,NRU,73,0.311688311688312,63
2011,0.50581574,NRU,78,0.330472103004292,67
2012,0.39546826,NRU,89,0.376068376068376,75
2013,0.7348178,NRU,62,0.259574468085106,53
2014,1.0841756,NRU,33,0.136752136752137,29
2015,1.3670883,NRU,21,0.0854700854700855,19
2016,0.64836437,NRU,71,0.299145299145299,60
1995,0.5310935,NZL,60,0.270642201834862,55
1996,0.49701315,NZL,63,0.289719626168224,62
1997,0.6162607,NZL,54,0.247663551401869,54
1998,0.65539706,NZL,51,0.233644859813084,51
1999,0.5320006,NZL,61,0.27906976744186,59
2000,0.5514503,NZL,73,0.31304347826087,61
2001,0.53896946,NZL,70,0.3,59
2002,0.5685381,NZL,61,0.260869565217391,52
2003,0.5871572,NZL,67,0.28695652173913,57
2004,0.53474253,NZL,64,0.273913043478261,54
2005,0.5620309,NZL,66,0.282608695652174,57
2006,0.4563995,NZL,80,0.341991341991342,68
2007,0.5477778,NZL,82,0.350649350649351,71
2008,0.48300126,NZL,81,0.346320346320346,71
2009,0.37340826,NZL,93,0.398268398268398,80
2010,0.3487869,NZL,90,0.385281385281385,79
2011,0.3369224,NZL,91,0.386266094420601,78
2012,0.36451823,NZL,92,0.388888888888889,77
2013,0.29370022,NZL,97,0.408510638297872,82
2014,0.35143325,NZL,91,0.384615384615385,79
2015,0.20841862,NZL,104,0.44017094017094,88
2016,0.27727884,NZL,99,0.418803418803419,85
1995,-0.21551685,OMN,126,0.573394495412844,120
1996,-0.71754646,OMN,158,0.733644859813084,156
1997,-0.2910051,OMN,124,0.574766355140187,122
1998,-0.29748252,OMN,124,0.574766355140187,122
1999,-0.08093617,OMN,119,0.548837209302326,116
2000,-0.6424098,OMN,173,0.747826086956522,156
2001,-0.91418785,OMN,197,0.852173913043478,180
2002,-0.46398774,OMN,164,0.708695652173913,147
2003,-0.39362535,OMN,158,0.682608695652174,141
2004,-0.24765538,OMN,142,0.61304347826087,127
2005,-0.21618181,OMN,140,0.604347826086957,126
2006,-0.5405292,OMN,171,0.735930735930736,154
2007,-0.33899307,OMN,148,0.636363636363636,132
2008,-0.4505383,OMN,162,0.696969696969697,144
2009,-0.6335021,OMN,175,0.753246753246753,157
2010,-0.53365546,OMN,166,0.714285714285714,148
2011,-0.41343394,OMN,154,0.656652360515021,134
2012,-0.6145413,OMN,169,0.717948717948718,149
2013,-0.44053918,OMN,156,0.659574468085106,136
2014,-0.38126293,OMN,155,0.658119658119658,136
2015,-0.38905844,OMN,156,0.662393162393162,136
2016,-0.15543795,OMN,133,0.564102564102564,115
1995,-0.8402907,PAK,178,0.811926605504587,172
1996,-0.7395511,PAK,163,0.757009345794393,161
1997,-0.923128,PAK,176,0.817757009345795,174
1998,-1.0134116,PAK,184,0.855140186915888,182
1999,-1.0101583,PAK,185,0.855813953488372,182
2000,-0.8762239,PAK,189,0.817391304347826,171
2001,-0.89613086,PAK,194,0.839130434782609,177
2002,-0.8691742,PAK,190,0.821739130434783,173
2003,-0.6936706,PAK,177,0.765217391304348,160
2004,-0.81097716,PAK,185,0.8,169
2005,-0.6607641,PAK,170,0.734782608695652,154
2006,-0.54080683,PAK,172,0.74025974025974,155
2007,-0.6710191,PAK,175,0.753246753246753,158
2008,-0.56009334,PAK,170,0.731601731601732,152
2009,-0.71104115,PAK,181,0.779220779220779,163
2010,-0.8378803,PAK,186,0.800865800865801,168
2011,-0.79159826,PAK,186,0.793991416309013,165
2012,-0.7385109,PAK,179,0.760683760683761,158
2013,-0.75944644,PAK,178,0.753191489361702,156
2014,-0.79341346,PAK,186,0.790598290598291,165
2015,-0.72162384,PAK,181,0.769230769230769,161
2016,-0.6800771,PAK,172,0.730769230769231,153
1995,-0.037462495,PAN,110,0.5,104
1996,-0.22606988,PAN,121,0.560747663551402,119
1997,-0.026346138,PAN,113,0.523364485981308,111
1998,-0.104484364,PAN,112,0.518691588785047,110
1999,0.118926845,PAN,99,0.455813953488372,96
2000,0.050330326,PAN,116,0.5,103
2001,0.10694692,PAN,117,0.504347826086957,104
2002,0.05618018,PAN,121,0.521739130434783,107
2003,-0.06405184,PAN,125,0.539130434782609,111
2004,-0.0013262308,PAN,121,0.521739130434783,107
2005,-0.21002328,PAN,139,0.6,125
2006,0.31049255,PAN,94,0.402597402597403,81
2007,0.2836357,PAN,102,0.437229437229437,88
2008,0.3995901,PAN,89,0.380952380952381,77
2009,0.4186846,PAN,90,0.385281385281385,77
2010,0.49117428,PAN,77,0.329004329004329,67
2011,0.5609211,PAN,75,0.317596566523605,64
2012,0.6236385,PAN,73,0.307692307692308,63
2013,0.4136444,PAN,88,0.370212765957447,74
2014,0.08843774,PAN,111,0.47008547008547,97
2015,0.06419118,PAN,120,0.508547008547009,102
2016,0.54168487,PAN,76,0.320512820512821,65
1995,0.26209193,PCN,88,0.399082568807339,82
1996,-0.09598955,PCN,114,0.52803738317757,112
1997,0.093931094,PCN,103,0.476635514018692,101
1998,0.24051937,PCN,93,0.429906542056075,91
1999,0.9376824,PCN,34,0.153488372093023,33
2000,0.10270327,PCN,111,0.478260869565217,98
2001,-0.21744661,PCN,136,0.586956521739131,122
2002,0.43820372,PCN,78,0.334782608695652,67
2003,0.66202873,PCN,60,0.256521739130435,50
2004,0.31285113,PCN,90,0.38695652173913,78
2005,0.5617407,PCN,67,0.28695652173913,58
2006,0.13226761,PCN,114,0.489177489177489,100
2007,0.29917058,PCN,100,0.428571428571429,86
2008,0.5650316,PCN,76,0.324675324675325,66
2009,0.7734059,PCN,61,0.25974025974026,51
2010,0.14007129,PCN,112,0.480519480519481,96
2011,1.3523623,PCN,24,0.0987124463519313,21
2012,1.3147509,PCN,25,0.102564102564103,22
2013,0.84165096,PCN,53,0.221276595744681,45
2014,0.85120493,PCN,53,0.222222222222222,44
2015,0.16409364,PCN,108,0.457264957264957,92
2016,0.8785484,PCN,51,0.213675213675214,44
1995,-0.43910825,PER,147,0.669724770642202,141
1996,-0.46078995,PER,142,0.658878504672897,140
1997,-0.49157056,PER,141,0.654205607476636,139
1998,-0.39256704,PER,135,0.626168224299065,133
1999,-0.41796154,PER,138,0.637209302325581,135
2000,-0.44295192,PER,151,0.652173913043478,136
2001,-0.41476002,PER,148,0.639130434782609,133
2002,-0.67274183,PER,179,0.773913043478261,162
2003,-0.62269664,PER,174,0.752173913043478,157
2004,-0.6139224,PER,166,0.717391304347826,150
2005,-0.5568271,PER,164,0.708695652173913,148
2006,-0.57897466,PER,177,0.761904761904762,160
2007,-0.61183983,PER,168,0.722943722943723,151
2008,-0.57670707,PER,171,0.735930735930736,153
2009,-0.70365185,PER,180,0.774891774891775,162
2010,-0.63680935,PER,175,0.753246753246753,157
2011,-0.6063511,PER,170,0.725321888412017,150
2012,-0.43972465,PER,158,0.670940170940171,138
2013,-0.5967993,PER,170,0.719148936170213,150
2014,-0.63268,PER,176,0.747863247863248,156
2015,-0.6418176,PER,173,0.735042735042735,153
2016,-0.7548497,PER,179,0.760683760683761,160
1995,-0.6077128,PHL,157,0.715596330275229,151
1996,-0.42991713,PHL,140,0.649532710280374,138
1997,-0.39968008,PHL,135,0.626168224299065,133
1998,-0.41811198,PHL,138,0.640186915887851,136
1999,-0.49723577,PHL,148,0.683720930232558,145
