year,hs_eci,locationcode,complexity_harv_rank_simple,complexity_harv_rank_normed,complexity_harv_rank_common
2000,0.060429208,SYC,115,0.495652173913044,102
2001,0.11464777,SYC,115,0.495652173913044,102
2002,-0.65471673,SYC,174,0.752173913043478,157
2003,-0.57972807,SYC,171,0.739130434782609,154
2004,0.03446814,SYC,118,0.508695652173913,104
2005,0.08463876,SYC,116,0.5,104
2006,0.19457729,SYC,105,0.45021645021645,91
2007,-0.10836285,SYC,130,0.558441558441558,114
2008,0.33063954,SYC,96,0.411255411255411,82
2009,-0.01855149,SYC,125,0.536796536796537,109
2010,-0.10518871,SYC,130,0.558441558441558,114
2011,0.26642016,SYC,97,0.412017167381974,83
2012,0.052961126,SYC,120,0.508547008547009,102
2013,0.21506566,SYC,102,0.429787234042553,86
2014,0.45819524,SYC,83,0.35042735042735,72
2015,0.9429465,SYC,47,0.196581196581197,41
2016,0.37614298,SYC,90,0.38034188034188,77
1995,-1.0902328,SYR,195,0.889908256880734,189
1996,-1.1497374,SYR,188,0.873831775700935,186
1997,-1.1473415,SYR,190,0.883177570093458,188
1998,-1.0048703,SYR,183,0.850467289719626,181
1999,-1.0238411,SYR,187,0.865116279069767,184
2000,-1.2836901,SYR,214,0.926086956521739,196
2001,-1.1685065,SYR,212,0.917391304347826,195
2002,-1.0037607,SYR,198,0.856521739130435,181
2003,-0.86863637,SYR,192,0.830434782608696,175
2004,-0.62811995,SYR,169,0.730434782608696,153
2005,-0.7481171,SYR,181,0.782608695652174,165
2006,-0.5402875,SYR,170,0.731601731601732,153
2007,-0.49285188,SYR,159,0.683982683982684,143
2008,-0.42941526,SYR,161,0.692640692640693,143
2009,-0.58165145,SYR,169,0.727272727272727,151
2010,-0.5032843,SYR,164,0.705627705627706,146
2011,-0.5820918,SYR,169,0.721030042918455,149
2012,-0.23325627,SYR,139,0.58974358974359,119
2013,-0.08406289,SYR,126,0.531914893617021,108
2014,-0.47978935,SYR,162,0.688034188034188,143
2015,-0.7068136,SYR,178,0.756410256410256,158
2016,-0.6943927,SYR,174,0.739316239316239,155
1995,-0.19224088,TCA,120,0.545871559633028,114
1996,-0.31668082,TCA,130,0.602803738317757,128
1997,0.1953365,TCA,94,0.434579439252336,92
1998,0.74008983,TCA,48,0.219626168224299,48
1999,0.4919197,TCA,65,0.297674418604651,63
2000,0.37848878,TCA,90,0.38695652173913,77
2001,0.4829563,TCA,76,0.326086956521739,65
2002,0.66636187,TCA,56,0.239130434782609,47
2003,0.08958517,TCA,114,0.491304347826087,101
2004,0.078592785,TCA,114,0.491304347826087,100
2005,0.004947822,TCA,120,0.517391304347826,107
2006,0.40087363,TCA,86,0.367965367965368,74
2007,0.85386634,TCA,54,0.229437229437229,46
2008,0.9769802,TCA,43,0.181818181818182,37
2009,0.59946734,TCA,74,0.316017316017316,64
2010,0.75372213,TCA,58,0.246753246753247,48
2011,0.6577289,TCA,66,0.278969957081545,56
2012,0.049284007,TCA,121,0.512820512820513,103
2013,0.5035005,TCA,80,0.336170212765957,67
2014,0.38188598,TCA,88,0.371794871794872,76
2015,0.40458536,TCA,88,0.371794871794872,74
2016,0.45130697,TCA,86,0.363247863247863,73
1995,-0.66660875,TCD,162,0.738532110091743,156
1996,-0.58265626,TCD,149,0.691588785046729,147
1997,-0.35001117,TCD,130,0.602803738317757,128
1998,-1.7889646,TCD,210,0.976635514018692,208
1999,-0.09052779,TCD,120,0.553488372093023,117
2000,-0.63104177,TCD,171,0.739130434782609,154
2001,-0.4585901,TCD,155,0.669565217391304,139
2002,0.054736614,TCD,122,0.526086956521739,108
2003,-0.16721378,TCD,135,0.582608695652174,120
2004,-0.70790327,TCD,176,0.760869565217391,160
2005,-1.7132568,TCD,228,0.98695652173913,211
2006,-2.3636076,TCD,232,1,213
2007,-2.2413473,TCD,232,1,213
2008,-2.499102,TCD,232,1,213
2009,-0.9167143,TCD,196,0.844155844155844,178
2010,0.29438862,TCD,96,0.411255411255411,84
2011,-1.5555083,TCD,228,0.974248927038627,207
2012,-2.2625365,TCD,233,0.991452991452991,212
2013,-2.6761248,TCD,236,1,213
2014,-1.7594881,TCD,232,0.987179487179487,211
2015,-1.3839183,TCD,217,0.923076923076923,196
2016,-2.0048015,TCD,233,0.991452991452991,212
1995,-0.72889644,TGO,165,0.752293577981651,159
1996,-0.73281085,TGO,161,0.747663551401869,159
1997,-0.80018663,TGO,170,0.789719626168224,168
1998,-0.6855392,TGO,156,0.724299065420561,154
1999,-0.5644164,TGO,156,0.72093023255814,153
2000,-0.60976875,TGO,169,0.730434782608696,152
2001,-0.5528209,TGO,162,0.7,145
2002,-0.6733153,TGO,180,0.778260869565217,163
2003,-0.451451,TGO,161,0.695652173913044,144
2004,-0.63132524,TGO,170,0.734782608695652,154
2005,-0.69229704,TGO,174,0.752173913043478,158
2006,-0.8048463,TGO,186,0.800865800865801,169
2007,-0.752733,TGO,183,0.787878787878788,166
2008,-0.6153981,TGO,175,0.753246753246753,157
2009,-0.6160727,TGO,172,0.74025974025974,154
2010,-1.1370288,TGO,209,0.900432900432901,190
2011,-0.93876237,TGO,197,0.841201716738197,176
2012,-0.6414429,TGO,173,0.735042735042735,153
2013,-0.4700091,TGO,163,0.68936170212766,143
2014,-0.54824036,TGO,165,0.700854700854701,146
2015,-0.52112836,TGO,165,0.700854700854701,145
2016,-0.84920764,TGO,184,0.782051282051282,164
1995,0.023474228,THA,105,0.477064220183486,99
1996,-0.029613374,THA,106,0.490654205607477,104
1997,-0.0009645545,THA,112,0.518691588785047,110
1998,-0.026867976,THA,110,0.509345794392523,108
1999,0.07000237,THA,104,0.47906976744186,101
2000,0.116136916,THA,108,0.465217391304348,95
2001,0.23005491,THA,103,0.443478260869565,91
2002,0.24705952,THA,100,0.430434782608696,87
2003,0.24817735,THA,99,0.426086956521739,88
2004,0.3667441,THA,83,0.356521739130435,71
2005,0.39653206,THA,84,0.360869565217391,73
2006,0.44837812,THA,81,0.346320346320346,69
2007,0.56807643,THA,78,0.333333333333333,68
2008,0.5807043,THA,74,0.316017316017316,65
2009,0.59169173,THA,76,0.324675324675325,66
2010,0.6893892,THA,66,0.281385281385281,56
2011,0.63638395,THA,68,0.28755364806867,58
2012,0.7588973,THA,64,0.269230769230769,56
2013,0.8329584,THA,55,0.229787234042553,47
2014,0.9116889,THA,47,0.196581196581197,41
2015,0.8894448,THA,53,0.222222222222222,46
2016,0.8285348,THA,55,0.230769230769231,48
1995,-0.09006221,TJK,116,0.527522935779817,110
1996,-0.07809481,TJK,108,0.5,106
1997,-0.54825723,TJK,144,0.668224299065421,142
1998,-0.7522867,TJK,162,0.752336448598131,160
1999,-0.7863997,TJK,169,0.781395348837209,166
2000,-0.96624637,TJK,194,0.839130434782609,176
2001,-1.0648934,TJK,204,0.882608695652174,187
2002,-0.9531123,TJK,196,0.847826086956522,179
2003,-0.89130116,TJK,195,0.843478260869565,178
2004,-0.7652304,TJK,178,0.769565217391304,162
2005,-0.7003794,TJK,176,0.760869565217391,160
2006,-1.0352187,TJK,199,0.857142857142857,180
2007,-1.1268483,TJK,207,0.891774891774892,189
2008,-1.0184777,TJK,200,0.861471861471862,182
2009,-1.0583091,TJK,207,0.891774891774892,189
2010,-1.1448785,TJK,211,0.909090909090909,192
2011,-1.1088684,TJK,206,0.879828326180258,185
2012,-1.3150162,TJK,221,0.94017094017094,200
2013,-1.4248728,TJK,224,0.948936170212766,202
2014,-1.1683941,TJK,207,0.88034188034188,186
2015,-1.389121,TJK,218,0.927350427350427,197
2016,-1.0783273,TJK,202,0.858974358974359,181
1995,0.5562834,TKL,55,0.247706422018349,51
1996,0.4562049,TKL,67,0.308411214953271,65
1997,0.057502788,TKL,107,0.495327102803738,105
1998,0.010126281,TKL,107,0.495327102803738,105
1999,0.38939652,TKL,74,0.33953488372093,72
2000,0.41896284,TKL,84,0.360869565217391,72
2001,0.19329734,TKL,109,0.469565217391304,97
2002,0.06476707,TKL,119,0.51304347826087,105
2003,0.23272172,TKL,101,0.434782608695652,90
2004,0.3945142,TKL,78,0.334782608695652,67
2005,0.14851378,TKL,105,0.452173913043478,94
2006,0.35314614,TKL,92,0.393939393939394,79
2007,0.45450693,TKL,87,0.372294372294372,74
2008,0.8117773,TKL,55,0.233766233766234,47
2009,0.44834936,TKL,87,0.372294372294372,74
2010,0.3957885,TKL,84,0.359307359307359,73
2011,0.3996055,TKL,85,0.360515021459227,72
2012,0.5402799,TKL,80,0.337606837606838,68
2013,0.45509836,TKL,86,0.361702127659575,72
2014,0.5264319,TKL,79,0.333333333333333,68
2015,0.48354715,TKL,79,0.333333333333333,68
2016,0.26010218,TKL,103,0.435897435897436,89
1995,-1.0187958,TKM,188,0.857798165137615,182
1996,-0.71411586,TKM,157,0.728971962616822,155
1997,-0.90387934,TKM,173,0.803738317757009,171
1998,-0.5671819,TKM,148,0.686915887850467,146
1999,-0.9177847,TKM,179,0.827906976744186,176
2000,-1.1753697,TKM,209,0.904347826086956,191
2001,-1.3113217,TKM,217,0.939130434782609,200
2002,-1.2706853,TKM,213,0.921739130434783,196
2003,-1.4068716,TKM,221,0.956521739130435,204
2004,-1.1683825,TKM,210,0.908695652173913,193
2005,-1.3072394,TKM,214,0.926086956521739,197
2006,-1.2388043,TKM,212,0.913419913419913,193
2007,-1.2687106,TKM,218,0.939393939393939,199
2008,-1.1065217,TKM,207,0.891774891774892,189
2009,-1.1413004,TKM,215,0.926406926406927,197
2010,-1.2361506,TKM,218,0.939393939393939,199
2011,-1.7745324,TKM,232,0.991416309012876,211
2012,-2.043676,TKM,231,0.982905982905983,210
2013,-1.7542031,TKM,230,0.974468085106383,208
2014,-1.4184836,TKM,224,0.952991452991453,203
2015,-1.5695621,TKM,227,0.965811965811966,206
2016,-1.1825101,TKM,214,0.91025641025641,193
1995,1.7235577,TLS,8,0.0321100917431193,8
1996,1.6516325,TLS,10,0.0420560747663551,10
1997,1.7625117,TLS,9,0.0373831775700935,9
1998,1.4481677,TLS,12,0.0514018691588785,12
1999,0.77390724,TLS,47,0.213953488372093,46
2000,-0.5567866,TLS,165,0.71304347826087,149
2001,1.4422709,TLS,19,0.0782608695652174,15
2002,0.3740313,TLS,89,0.382608695652174,76
2003,1.0836049,TLS,34,0.143478260869565,29
2004,-0.18447906,TLS,135,0.582608695652174,121
2005,-0.39266896,TLS,152,0.656521739130435,137
2006,-0.035317928,TLS,130,0.558441558441558,115
2007,0.046376824,TLS,120,0.515151515151515,104
2008,0.74170667,TLS,60,0.255411255411255,51
2009,0.5049474,TLS,80,0.341991341991342,69
2010,0.7118514,TLS,65,0.277056277056277,55
2011,0.18987788,TLS,103,0.437768240343348,87
2012,-0.4687551,TLS,159,0.675213675213675,139
2013,-1.386125,TLS,223,0.94468085106383,201
2014,-1.1235011,TLS,203,0.863247863247863,182
2015,-0.9937593,TLS,198,0.841880341880342,178
2016,-0.5478258,TLS,165,0.700854700854701,146
1995,-0.8269266,TON,177,0.807339449541285,171
1996,-1.2605121,TON,193,0.897196261682243,191
1997,-1.246699,TON,197,0.91588785046729,195
1998,-1.2144445,TON,193,0.897196261682243,191
1999,-0.7736639,TON,168,0.776744186046512,165
2000,-1.1770116,TON,210,0.908695652173913,192
2001,-0.7128406,TON,175,0.756521739130435,158
2002,-1.3764505,TON,219,0.947826086956522,202
2003,-0.7815248,TON,187,0.808695652173913,170
2004,-0.53257775,TON,158,0.682608695652174,142
2005,-0.59096605,TON,166,0.717391304347826,150
2006,-0.34643865,TON,151,0.649350649350649,136
2007,-0.4630984,TON,156,0.670995670995671,140
2008,-0.37841237,TON,155,0.666666666666667,137
2009,-0.51503783,TON,164,0.705627705627706,146
2010,-0.47065717,TON,161,0.692640692640693,143
2011,-0.19560406,TON,138,0.587982832618026,120
2012,-0.16344373,TON,131,0.555555555555556,111
2013,0.10428903,TON,111,0.468085106382979,94
2014,-0.0073003653,TON,123,0.521367521367521,107
2015,0.023513872,TON,123,0.521367521367521,105
2016,-0.18462488,TON,136,0.576923076923077,118
1995,0.2854224,TTO,84,0.380733944954128,79
1996,0.21584791,TTO,86,0.397196261682243,84
1997,0.26815736,TTO,85,0.392523364485981,83
1998,0.24678814,TTO,92,0.425233644859813,90
1999,0.24760146,TTO,90,0.413953488372093,87
2000,-0.13010101,TTO,128,0.552173913043478,114
2001,0.23542862,TTO,100,0.430434782608696,88
2002,0.08048435,TTO,116,0.5,102
2003,0.0035285922,TTO,121,0.521739130434783,108
2004,-0.08975192,TTO,128,0.552173913043478,114
2005,0.12877992,TTO,109,0.469565217391304,98
2006,-0.17334965,TTO,138,0.593073593073593,123
2007,-0.32538283,TTO,147,0.632034632034632,131
2008,-0.5212068,TTO,167,0.718614718614719,149
2009,-0.5053539,TTO,162,0.696969696969697,144
2010,-0.56640214,TTO,170,0.731601731601732,152
2011,-0.43507385,TTO,157,0.669527896995708,137
2012,-0.37323567,TTO,153,0.64957264957265,133
2013,-0.20858091,TTO,138,0.582978723404255,119
2014,-0.41103107,TTO,158,0.670940170940171,139
2015,-0.4019887,TTO,159,0.675213675213675,139
2016,-0.079023294,TTO,129,0.547008547008547,112
1995,-0.3002425,TUN,134,0.610091743119266,128
1996,-0.3664841,TUN,136,0.630841121495327,134
1997,-0.3685654,TUN,131,0.607476635514019,129
1998,-0.3436755,TUN,128,0.593457943925234,126
1999,-0.43670696,TUN,140,0.646511627906977,137
2000,-0.30594823,TUN,140,0.604347826086957,125
2001,-0.22683625,TUN,137,0.591304347826087,123
2002,-0.2620462,TUN,151,0.652173913043478,135
2003,-0.27187657,TUN,147,0.634782608695652,130
2004,-0.28443712,TUN,145,0.626086956521739,130
2005,-0.1919105,TUN,137,0.591304347826087,123
2006,-0.17836234,TUN,139,0.597402597402597,124
2007,-0.085381135,TUN,127,0.545454545454545,111
2008,-0.029969137,TUN,124,0.532467532467532,108
2009,-0.10315466,TUN,130,0.558441558441558,113
2010,0.046351522,TUN,121,0.51948051948052,105
2011,-0.014616258,TUN,123,0.523605150214592,106
2012,0.07617206,TUN,118,0.5,101
2013,0.10139002,TUN,113,0.476595744680851,96
2014,0.16209117,TUN,105,0.444444444444444,92
2015,0.037596785,TUN,122,0.517094017094017,104
2016,0.12457203,TUN,112,0.474358974358974,98
1995,0.09863854,TUR,101,0.458715596330275,95
1996,0.12882943,TUR,94,0.434579439252336,92
1997,0.11813903,TUR,99,0.457943925233645,97
1998,0.0056947945,TUR,108,0.5,106
1999,0.037019063,TUR,106,0.488372093023256,103
2000,0.106183775,TUR,110,0.473913043478261,97
2001,0.11872156,TUR,114,0.491304347826087,101
2002,0.04017697,TUR,123,0.530434782608696,109
2003,0.07549566,TUR,117,0.504347826086957,104
2004,0.103334635,TUR,109,0.469565217391304,95
2005,0.19040011,TUR,103,0.443478260869565,92
2006,0.268538,TUR,96,0.411255411255411,83
2007,0.30519,TUR,99,0.424242424242424,85
2008,0.32649627,TUR,97,0.415584415584416,83
2009,0.25646478,TUR,101,0.432900432900433,86
2010,0.28744036,TUR,98,0.41991341991342,86
2011,0.38663337,TUR,87,0.369098712446352,74
2012,0.35919875,TUR,94,0.397435897435897,79
2013,0.39142525,TUR,91,0.382978723404255,77
2014,0.4188014,TUR,86,0.363247863247863,74
2015,0.36278078,TUR,91,0.384615384615385,77
2016,0.4316537,TUR,88,0.371794871794872,75
1995,0.8935316,TUV,34,0.151376146788991,33
1996,0.62361574,TUV,52,0.238317757009346,51
1997,1.0606161,TUV,29,0.130841121495327,29
1998,0.35839322,TUV,76,0.350467289719626,74
1999,0.18711922,TUV,95,0.437209302325581,92
2000,0.89968103,TUV,48,0.204347826086957,39
2001,-0.13605252,TUV,133,0.573913043478261,119
2002,-0.17642479,TUV,145,0.626086956521739,129
2003,0.66168785,TUV,61,0.260869565217391,51
2004,0.9518247,TUV,40,0.169565217391304,34
2005,0.8941804,TUV,46,0.195652173913043,41
2006,0.9424002,TUV,50,0.212121212121212,43
2007,1.2168498,TUV,29,0.121212121212121,27
2008,0.5225006,TUV,80,0.341991341991342,70
2009,0.3826012,TUV,92,0.393939393939394,79
2010,0.35426694,TUV,89,0.380952380952381,78
2011,0.33696964,TUV,90,0.381974248927039,77
2012,0.2326248,TUV,99,0.418803418803419,84
2013,-0.21832728,TUV,139,0.587234042553192,120
2014,0.9352171,TUV,46,0.192307692307692,40
2015,1.1526362,TUV,35,0.145299145299145,30
2016,1.9412179,TUV,5,0.0170940170940171,5
1995,-1.1951123,TZA,200,0.912844036697248,194
1996,-1.4239861,TZA,202,0.939252336448598,200
1997,-1.260102,TZA,200,0.929906542056075,198
1998,-0.97917986,TZA,180,0.836448598130841,178
1999,-1.0109073,TZA,186,0.86046511627907,183
2000,-1.2788094,TZA,213,0.921739130434783,195
2001,-1.1730434,TZA,213,0.921739130434783,196
2002,-1.2493912,TZA,210,0.908695652173913,193
2003,-1.2452588,TZA,216,0.934782608695652,199
2004,-1.1066217,TZA,205,0.886956521739131,188
2005,-1.1809314,TZA,204,0.882608695652174,187
2006,-1.1153821,TZA,205,0.883116883116883,186
2007,-0.9772439,TZA,196,0.844155844155844,179
2008,-0.7931775,TZA,187,0.805194805194805,169
2009,-0.959565,TZA,200,0.861471861471862,182
2010,-0.8387824,TZA,187,0.805194805194805,169
2011,-0.8875436,TZA,190,0.811158798283262,169
2012,-0.7457349,TZA,181,0.769230769230769,160
2013,-0.8626449,TZA,189,0.8,167
2014,-1.0329843,TZA,197,0.837606837606838,176
2015,-0.9648839,TZA,196,0.833333333333333,176
2016,-1.1090372,TZA,206,0.876068376068376,185
1995,-1.9699531,UGA,216,0.986238532110092,210
1996,-1.4219048,UGA,201,0.934579439252336,199
1997,-1.2897267,UGA,201,0.934579439252336,199
1998,-1.0037771,UGA,182,0.845794392523365,180
1999,-1.2465509,UGA,197,0.911627906976744,194
2000,-1.0021931,UGA,198,0.856521739130435,180
2001,-0.85796195,UGA,190,0.821739130434783,173
2002,-1.0212147,UGA,199,0.860869565217391,182
2003,-0.9431529,UGA,199,0.860869565217391,182
2004,-0.9163631,UGA,194,0.839130434782609,178
2005,-0.7883904,UGA,186,0.804347826086957,170
2006,-0.89760476,UGA,193,0.831168831168831,176
2007,-0.8228577,UGA,188,0.80952380952381,171
2008,-0.6823138,UGA,181,0.779220779220779,163
2009,-0.49497208,UGA,160,0.688311688311688,142
2010,-0.55548894,UGA,168,0.722943722943723,150
2011,-0.61313564,UGA,171,0.729613733905579,151
2012,-0.39306203,UGA,154,0.653846153846154,134
2013,-0.46791083,UGA,162,0.685106382978723,142
2014,-0.35775778,UGA,153,0.64957264957265,134
2015,-0.5358353,UGA,166,0.705128205128205,146
2016,-0.43744934,UGA,157,0.666666666666667,139
1995,0.4909188,UKR,66,0.298165137614679,61
1996,0.8844979,UKR,30,0.135514018691589,30
1997,0.8393391,UKR,42,0.191588785046729,42
1998,0.8567222,UKR,41,0.186915887850467,41
1999,0.6661082,UKR,50,0.227906976744186,49
2000,0.8314517,UKR,56,0.239130434782609,46
2001,0.88905466,UKR,51,0.217391304347826,43
2002,0.9070025,UKR,44,0.18695652173913,38
2003,0.85470515,UKR,49,0.208695652173913,41
2004,0.8212145,UKR,48,0.204347826086957,41
2005,0.6694631,UKR,59,0.252173913043478,52
2006,0.6651077,UKR,66,0.281385281385281,57
2007,0.73793465,UKR,64,0.272727272727273,54
2008,0.6092932,UKR,69,0.294372294372294,60
2009,0.6302542,UKR,72,0.307359307359307,62
2010,0.68272245,UKR,69,0.294372294372294,59
2011,0.61807156,UKR,70,0.296137339055794,59
2012,0.55961674,UKR,79,0.333333333333333,67
2013,0.61752653,UKR,72,0.302127659574468,60
2014,0.506623,UKR,81,0.341880341880342,70
2015,0.4403523,UKR,84,0.354700854700855,72
2016,0.43651393,UKR,87,0.367521367521368,74
1995,0.39423287,URY,74,0.334862385321101,69
1996,0.15259016,URY,90,0.41588785046729,88
1997,0.22423702,URY,92,0.425233644859813,90
1998,0.27529088,URY,87,0.401869158878505,85
1999,0.32615894,URY,81,0.372093023255814,79
2000,0.32069445,URY,95,0.408695652173913,82
2001,0.39225045,URY,84,0.360869565217391,72
2002,0.25828195,URY,98,0.421739130434783,85
2003,0.084795535,URY,116,0.5,103
2004,0.07498889,URY,115,0.495652173913044,101
2005,0.29067507,URY,93,0.4,82
2006,0.12380177,URY,115,0.493506493506494,101
2007,0.20241982,URY,107,0.458874458874459,91
2008,0.26992637,URY,103,0.441558441558442,89
2009,0.17762884,URY,108,0.463203463203463,93
2010,0.1217987,URY,114,0.489177489177489,98
2011,0.1477493,URY,111,0.472103004291846,94
2012,0.14979678,URY,108,0.457264957264957,92
2013,0.00619769,URY,120,0.506382978723404,102
2014,0.07002352,URY,115,0.487179487179487,100
2015,0.13637857,URY,111,0.47008547008547,94
2016,0.06705265,URY,119,0.504273504273504,103
1995,1.695067,USA,9,0.036697247706422,9
1996,1.6922603,USA,8,0.0327102803738318,8
1997,1.8032874,USA,8,0.0327102803738318,8
1998,1.785359,USA,8,0.0327102803738318,8
1999,1.8888334,USA,8,0.0325581395348837,8
2000,1.7979666,USA,9,0.0347826086956522,8
2001,1.7578192,USA,9,0.0347826086956522,8
2002,1.7232158,USA,8,0.0304347826086957,8
2003,1.7199695,USA,9,0.0347826086956522,8
2004,1.7215415,USA,9,0.0347826086956522,9
2005,1.6786215,USA,9,0.0347826086956522,9
2006,1.6261741,USA,9,0.0346320346320346,8
2007,1.6716788,USA,8,0.0303030303030303,8
2008,1.6329939,USA,11,0.0432900432900433,11
2009,1.710156,USA,11,0.0432900432900433,11
2010,1.730899,USA,9,0.0346320346320346,9
2011,1.7094406,USA,9,0.0343347639484979,8
2012,1.6259952,USA,13,0.0512820512820513,11
2013,1.6411473,USA,12,0.0468085106382979,12
2014,1.6438543,USA,14,0.0555555555555556,12
2015,1.7087324,USA,10,0.0384615384615385,10
2016,1.6370122,USA,14,0.0555555555555556,13
1995,-0.3467692,UZB,142,0.646788990825688,136
1996,-0.2667329,UZB,123,0.570093457943925,121
1997,-0.49213564,UZB,142,0.658878504672897,140
1998,-0.36953378,UZB,129,0.598130841121495,127
1999,-0.53758705,UZB,150,0.693023255813954,147
2000,-0.46351612,UZB,155,0.669565217391304,140
2001,-0.57502687,UZB,165,0.71304347826087,148
2002,-0.624732,UZB,171,0.739130434782609,154
2003,-0.49545002,UZB,167,0.721739130434783,150
2004,-0.66364264,UZB,172,0.743478260869565,156
2005,-0.49622545,UZB,158,0.682608695652174,142
2006,-0.4851157,UZB,163,0.701298701298701,146
2007,-0.669906,UZB,174,0.748917748917749,157
2008,-0.57908064,UZB,172,0.74025974025974,154
2009,-0.7787524,UZB,185,0.796536796536797,167
2010,-0.8107762,UZB,184,0.792207792207792,166
2011,-0.9027586,UZB,191,0.815450643776824,170
2012,-0.77672446,UZB,183,0.777777777777778,162
2013,-0.7604706,UZB,179,0.757446808510638,157
2014,-0.55296767,UZB,169,0.717948717948718,150
2015,-0.7456773,UZB,184,0.782051282051282,164
2016,-0.6876264,UZB,173,0.735042735042735,154
1995,-0.5864771,VCT,156,0.711009174311927,150
1996,-0.09440307,VCT,112,0.518691588785047,110
1997,0.041515797,VCT,108,0.5,106
1998,0.25372872,VCT,90,0.41588785046729,88
1999,-0.15921839,VCT,122,0.562790697674419,119
2000,0.16779643,VCT,105,0.452173913043478,92
2001,-0.32366738,VCT,142,0.61304347826087,128
2002,-0.051870227,VCT,130,0.560869565217391,115
2003,-0.2580958,VCT,144,0.621739130434783,127
2004,-0.62469697,VCT,168,0.726086956521739,152
2005,-0.68671834,VCT,173,0.747826086956522,157
2006,-0.62228364,VCT,180,0.774891774891775,163
2007,-0.079277426,VCT,126,0.541125541125541,110
2008,-0.8450789,VCT,190,0.818181818181818,172
2009,0.17299819,VCT,109,0.467532467532468,94
2010,0.039187152,VCT,123,0.528138528138528,107
2011,0.34043017,VCT,89,0.377682403433476,76
2012,0.2941262,VCT,98,0.414529914529915,83
2013,-0.40751785,VCT,154,0.651063829787234,134
2014,-0.4923198,VCT,163,0.692307692307692,144
2015,0.42441964,VCT,86,0.363247863247863,73
2016,-0.3969621,VCT,154,0.653846153846154,136
1995,0.23458415,VEN,90,0.408256880733945,84
1996,0.113382004,VEN,96,0.44392523364486,94
1997,0.23089124,VEN,89,0.411214953271028,87
1998,0.3481851,VEN,78,0.35981308411215,76
1999,-0.06995397,VEN,117,0.53953488372093,114
2000,0.3319185,VEN,93,0.4,80
2001,0.27109978,VEN,97,0.417391304347826,85
2002,0.31875873,VEN,93,0.4,80
2003,0.31640399,VEN,88,0.378260869565217,77
2004,-0.014145995,VEN,122,0.526086956521739,108
2005,0.29932153,VEN,90,0.38695652173913,79
2006,-0.32237157,VEN,149,0.640692640692641,134
2007,-0.3137814,VEN,146,0.627705627705628,130
2008,-0.41931683,VEN,160,0.688311688311688,142
2009,-0.23697512,VEN,139,0.597402597402597,122
2010,-0.25398958,VEN,146,0.627705627705628,129
2011,-0.41143808,VEN,153,0.652360515021459,133
2012,-0.860166,VEN,192,0.816239316239316,171
2013,-0.4992917,VEN,166,0.702127659574468,146
2014,-0.71565783,VEN,181,0.769230769230769,161
2015,-0.8167825,VEN,190,0.807692307692308,170
2016,-0.82574606,VEN,183,0.777777777777778,163
1995,0.8856786,VGB,35,0.155963302752294,34
1996,0.30987406,VGB,78,0.35981308411215,76
1997,0.42376152,VGB,68,0.313084112149533,66
1998,0.95959795,VGB,32,0.144859813084112,32
1999,0.8414777,VGB,41,0.186046511627907,40
2000,1.1006116,VGB,36,0.152173913043478,27
2001,0.8039028,VGB,55,0.234782608695652,47
2002,1.0097606,VGB,38,0.160869565217391,33
2003,0.787289,VGB,52,0.221739130434783,44
2004,0.6746063,VGB,53,0.226086956521739,46
2005,0.37143254,VGB,86,0.369565217391304,75
2006,1.1174839,VGB,39,0.164502164502165,34
2007,0.95986104,VGB,44,0.186147186147186,39
2008,0.8956252,VGB,49,0.207792207792208,42
2009,1.0309352,VGB,44,0.186147186147186,37
2010,0.90180725,VGB,47,0.199134199134199,39
2011,0.8378191,VGB,53,0.223175965665236,45
2012,0.7590558,VGB,63,0.264957264957265,55
2013,0.7256223,VGB,65,0.272340425531915,55
2014,0.56667894,VGB,76,0.320512820512821,66
2015,1.1668543,VGB,34,0.141025641025641,29
2016,0.837468,VGB,53,0.222222222222222,46
1995,-1.1131877,VNM,196,0.894495412844037,190
1996,-1.0282724,VNM,181,0.841121495327103,179
1997,-1.0214545,VNM,184,0.855140186915888,182
1998,-1.062848,VNM,187,0.869158878504673,185
1999,-1.05675,VNM,188,0.869767441860465,185
2000,-0.97034615,VNM,195,0.843478260869565,177
2001,-0.72043467,VNM,176,0.760869565217391,159
2002,-0.7104001,VNM,183,0.791304347826087,166
2003,-0.7815124,VNM,186,0.804347826086957,169
2004,-0.68545246,VNM,174,0.752173913043478,158
2005,-0.72336495,VNM,178,0.769565217391304,162
2006,-0.48319632,VNM,162,0.696969696969697,145
2007,-0.50730824,VNM,160,0.688311688311688,144
2008,-0.46439514,VNM,164,0.705627705627706,146
2009,-0.51176476,VNM,163,0.701298701298701,145
2010,-0.3384108,VNM,152,0.653679653679654,134
2011,-0.34438354,VNM,149,0.63519313304721,129
2012,-0.18126407,VNM,132,0.55982905982906,112
2013,-0.23130447,VNM,142,0.6,123
2014,-0.24252099,VNM,141,0.598290598290598,123
2015,-0.25558743,VNM,141,0.598290598290598,123
2016,-0.20740059,VNM,140,0.594017094017094,122
1995,-1.0703117,VUT,192,0.876146788990826,186
1996,-0.8717491,VUT,170,0.789719626168224,168
1997,-1.3425744,VUT,202,0.939252336448598,200
1998,-1.1851492,VUT,191,0.88785046728972,189
1999,-0.7649667,VUT,166,0.767441860465116,163
2000,-0.9311278,VUT,192,0.830434782608696,174
2001,-0.872056,VUT,192,0.830434782608696,175
